ta_ymd,cty_rgn_no,admi_cty_no,card_tpbuz_cd,card_tpbuz_nm_1,card_tpbuz_nm_2,hour,sex,age,day,amt,cnt
20220201,41590,41590253,Q13,음식,커피/음료,8,F,3,2,165319,14
20220201,41590,41590253,Q13,음식,커피/음료,8,F,4,2,125568,17
20220201,41590,41590253,Q13,음식,커피/음료,8,F,5,2,170496,23
20220201,41590,41590253,Q13,음식,커피/음료,8,F,6,2,21293,6
20220201,41590,41590253,Q13,음식,커피/음료,8,F,7,2,5821,2
20220201,41590,41590253,Q13,음식,커피/음료,8,F,8,2,19118,2
20220201,41590,41590253,Q13,음식,커피/음료,8,M,2,2,11489,2
20220201,41590,41590253,Q13,음식,커피/음료,8,M,3,2,198346,26
20220201,41590,41590253,Q13,음식,커피/음료,8,M,4,2,146104,21
20220201,41590,41590253,Q13,음식,커피/음료,8,M,5,2,238272,25
20220201,41590,41590253,Q13,음식,커피/음료,8,M,6,2,130924,14
20220201,41590,41590253,Q13,음식,커피/음료,8,M,7,2,18076,3
20220201,41590,41590253,Q13,음식,커피/음료,9,F,3,2,122572,20
20220201,41590,41590253,Q13,음식,커피/음료,9,F,4,2,76671,6
20220201,41590,41590253,Q13,음식,커피/음료,9,F,5,2,153661,14
20220201,41590,41590253,Q13,음식,커피/음료,9,F,6,2,99050,9
20220201,41590,41590253,Q13,음식,커피/음료,9,M,2,2,12714,3
20220201,41590,41590253,Q13,음식,커피/음료,9,M,3,2,95588,15
20220201,41590,41590253,Q13,음식,커피/음료,9,M,4,2,120021,17
20220201,41590,41590253,Q13,음식,커피/음료,9,M,5,2,70800,12
20220201,41590,41590253,Q13,음식,커피/음료,9,M,6,2,51624,6
20220201,41590,41590253,Q13,음식,커피/음료,10,F,3,2,613,2
20220201,41590,41590253,Q13,음식,커피/음료,10,F,8,2,6587,2
20220201,41590,41590253,Q13,음식,커피/음료,10,M,2,2,4749,3
20220201,41590,41590253,Q13,음식,커피/음료,10,M,4,2,13511,5
20220201,41590,41590253,Q13,음식,커피/음료,10,M,5,2,43045,6
20220201,41590,41590253,Q13,음식,커피/음료,10,M,6,2,53615,3
20220201,41590,41590256,Q13,음식,커피/음료,3,F,3,2,72488,5
20220201,41590,41590256,Q13,음식,커피/음료,3,F,4,2,49173,3
20220201,41590,41590256,Q13,음식,커피/음료,3,F,5,2,29412,2
20220201,41590,41590256,Q13,음식,커피/음료,3,F,6,2,12255,2
20220201,41590,41590256,Q13,음식,커피/음료,3,M,3,2,41513,5
20220201,41590,41590256,Q13,음식,커피/음료,3,M,4,2,45956,5
20220201,41590,41590256,Q13,음식,커피/음료,3,M,5,2,73946,8
20220201,41590,41590256,Q13,음식,커피/음료,3,M,6,2,75521,6
20220201,41590,41590256,Q13,음식,커피/음료,4,F,3,2,46173,3
20220201,41590,41590256,Q13,음식,커피/음료,4,F,4,2,90288,8
20220201,41590,41590256,Q13,음식,커피/음료,4,F,5,2,38634,5
20220201,41590,41590256,Q13,음식,커피/음료,4,F,6,2,9804,3
20220201,41590,41590256,Q13,음식,커피/음료,4,F,7,2,30484,2
20220201,41590,41590256,Q13,음식,커피/음료,4,M,3,2,44700,9
20220201,41590,41590256,Q13,음식,커피/음료,4,M,4,2,211336,17
20220201,41590,41590256,Q13,음식,커피/음료,4,M,5,2,70466,8
20220201,41590,41590256,Q13,음식,커피/음료,4,M,6,2,47794,3
20220201,41590,41590256,Q13,음식,커피/음료,4,M,7,2,20374,2
20220201,41590,41590256,Q13,음식,커피/음료,5,F,3,2,109988,9
20220201,41590,41590256,Q13,음식,커피/음료,5,F,4,2,117034,9
20220201,41590,41590256,Q13,음식,커피/음료,5,F,5,2,126771,8
20220201,41590,41590256,Q13,음식,커피/음료,5,F,6,2,113139,8
20220201,41590,41590256,Q13,음식,커피/음료,5,F,7,2,30545,3
20220201,41590,41590256,Q13,음식,커피/음료,5,M,3,2,99073,11
20220201,41590,41590256,Q13,음식,커피/음료,5,M,4,2,219884,18
20220201,41590,41590256,Q13,음식,커피/음료,5,M,5,2,175444,17
20220201,41590,41590256,Q13,음식,커피/음료,5,M,6,2,5411,2
20220201,41590,41590256,Q13,음식,커피/음료,6,F,3,2,57584,8
20220201,41590,41590256,Q13,음식,커피/음료,6,F,4,2,150021,11
20220201,41590,41590256,Q13,음식,커피/음료,6,F,5,2,195790,11
20220201,41590,41590256,Q13,음식,커피/음료,6,F,6,2,20453,2
20220201,41590,41590256,Q13,음식,커피/음료,6,M,3,2,176716,11
20220201,41590,41590256,Q13,음식,커피/음료,6,M,4,2,261927,17
20220201,41590,41590256,Q13,음식,커피/음료,6,M,5,2,230637,8
20220201,41590,41590256,Q13,음식,커피/음료,6,M,6,2,357230,5
20220201,41590,41590256,Q13,음식,커피/음료,6,M,7,2,77849,5
20220201,41590,41590256,Q13,음식,커피/음료,7,F,3,2,23775,3
20220201,41590,41590256,Q13,음식,커피/음료,7,F,4,2,34277,3
20220201,41590,41590256,Q13,음식,커피/음료,7,F,5,2,24357,3
20220201,41590,41590256,Q13,음식,커피/음료,7,M,3,2,31863,5
20220201,41590,41590256,Q13,음식,커피/음료,7,M,4,2,158548,15
20220201,41590,41590256,Q13,음식,커피/음료,7,M,6,2,70772,3
20220201,41590,41590256,Q13,음식,커피/음료,7,M,7,2,166973,2
20220201,41590,41590256,Q13,음식,커피/음료,8,F,3,2,85339,5
20220201,41590,41590256,Q13,음식,커피/음료,8,F,4,2,127145,3
20220201,41590,41590256,Q13,음식,커피/음료,8,F,5,2,16648,5
20220201,41590,41590256,Q13,음식,커피/음료,8,M,3,2,41513,6
20220201,41590,41590256,Q13,음식,커피/음료,8,M,4,2,297181,11
20220201,41590,41590256,Q13,음식,커피/음료,8,M,5,2,53048,2
20220201,41590,41590256,Q13,음식,커피/음료,8,M,7,2,40604,3
20220201,41590,41590256,Q13,음식,커피/음료,9,M,4,2,6893,2
20220201,41590,41590256,Q13,음식,커피/음료,9,M,5,2,77941,2
20220201,41590,41590256,Q13,음식,커피/음료,10,M,4,2,314032,2
20220201,41590,41590256,Q13,음식,커피/음료,10,M,6,2,21569,3
20220201,41590,41590259,Q13,음식,커피/음료,1,F,3,2,44726,3
20220201,41590,41590259,Q13,음식,커피/음료,1,F,4,2,11106,2
20220201,41590,41590259,Q13,음식,커피/음료,1,F,7,2,7843,2
20220201,41590,41590259,Q13,음식,커피/음료,1,M,2,2,1225,2
20220201,41590,41590259,Q13,음식,커피/음료,1,M,3,2,198062,5
20220201,41590,41590259,Q13,음식,커피/음료,1,M,4,2,62040,6
20220201,41590,41590259,Q13,음식,커피/음료,1,M,5,2,30407,6
20220201,41590,41590259,Q13,음식,커피/음료,1,M,6,2,5974,2
20220201,41590,41590259,Q13,음식,커피/음료,1,M,7,2,6893,2
20220201,41590,41590259,Q13,음식,커피/음료,2,F,4,2,4596,2
20220201,41590,41590259,Q13,음식,커피/음료,2,F,5,2,3600,2
20220201,41590,41590259,Q13,음식,커피/음료,2,F,6,2,23284,2
20220201,41590,41590259,Q13,음식,커피/음료,2,M,3,2,1225,2
20220201,41590,41590259,Q13,음식,커피/음료,2,M,4,2,19991,2
20220201,41590,41590259,Q13,음식,커피/음료,2,M,5,2,30553,6
20220201,41590,41590259,Q13,음식,커피/음료,2,M,6,2,14476,3
20220201,41590,41590259,Q13,음식,커피/음료,3,F,3,2,36765,2
20220201,41590,41590259,Q13,음식,커피/음료,3,F,4,2,24112,5
20220201,41590,41590259,Q13,음식,커피/음료,3,F,5,2,60202,9
20220201,41590,41590259,Q13,음식,커피/음료,3,F,6,2,51164,3
20220201,41590,41590259,Q13,음식,커피/음료,3,M,3,2,43199,6
20220201,41590,41590259,Q13,음식,커피/음료,3,M,4,2,164170,18
20220201,41590,41590259,Q13,음식,커피/음료,3,M,5,2,259268,18
20220201,41590,41590259,Q13,음식,커피/음료,3,M,6,2,119715,12
20220201,41590,41590259,Q13,음식,커피/음료,4,F,3,2,87552,9
20220201,41590,41590259,Q13,음식,커피/음료,4,F,4,2,254979,21
20220201,41590,41590259,Q13,음식,커피/음료,4,F,5,2,289308,25
20220201,41590,41590259,Q13,음식,커피/음료,4,F,6,2,43856,8
20220201,41590,41590259,Q13,음식,커피/음료,4,F,7,2,67708,3
20220201,41590,41590259,Q13,음식,커피/음료,4,M,2,2,7659,2
20220201,41590,41590259,Q13,음식,커피/음료,4,M,3,2,207117,15
20220201,41590,41590259,Q13,음식,커피/음료,4,M,4,2,473084,41
20220201,41590,41590259,Q13,음식,커피/음료,4,M,5,2,508531,47
20220201,41590,41590259,Q13,음식,커피/음료,4,M,6,2,310823,28
20220201,41590,41590259,Q13,음식,커피/음료,4,M,7,2,6893,2
20220201,41590,41590259,Q13,음식,커피/음료,5,F,3,2,414493,32
20220201,41590,41590259,Q13,음식,커피/음료,5,F,4,2,439323,40
20220201,41590,41590259,Q13,음식,커피/음료,5,F,5,2,351823,38
20220201,41590,41590259,Q13,음식,커피/음료,5,F,6,2,85754,8
20220201,41590,41590259,Q13,음식,커피/음료,5,F,7,2,78738,6
20220201,41590,41590259,Q13,음식,커피/음료,5,F,8,2,6740,2
20220201,41590,41590259,Q13,음식,커피/음료,5,M,2,2,11642,2
20220201,41590,41590259,Q13,음식,커피/음료,5,M,3,2,257696,31
20220201,41590,41590259,Q13,음식,커피/음료,5,M,4,2,695558,44
20220201,41590,41590259,Q13,음식,커피/음료,5,M,5,2,781288,34
20220201,41590,41590259,Q13,음식,커피/음료,5,M,6,2,302025,21
20220201,41590,41590259,Q13,음식,커피/음료,5,M,7,2,81434,6
20220201,41590,41590259,Q13,음식,커피/음료,6,F,2,2,13940,3
20220201,41590,41590259,Q13,음식,커피/음료,6,F,3,2,277920,28
20220201,41590,41590259,Q13,음식,커피/음료,6,F,4,2,335110,32
20220201,41590,41590259,Q13,음식,커피/음료,6,F,5,2,281248,15
20220201,41590,41590259,Q13,음식,커피/음료,6,F,6,2,143678,17
20220201,41590,41590259,Q13,음식,커피/음료,6,F,8,2,10689,2
20220201,41590,41590259,Q13,음식,커피/음료,6,M,3,2,508770,57
20220201,41590,41590259,Q13,음식,커피/음료,6,M,4,2,455412,55
20220201,41590,41590259,Q13,음식,커피/음료,6,M,5,2,634666,43
20220201,41590,41590259,Q13,음식,커피/음료,6,M,6,2,317984,20
20220201,41590,41590259,Q13,음식,커피/음료,6,M,7,2,51011,3
20220201,41590,41590259,Q13,음식,커피/음료,7,F,3,2,332442,34
20220201,41590,41590259,Q13,음식,커피/음료,7,F,4,2,277007,26
20220201,41590,41590259,Q13,음식,커피/음료,7,F,5,2,364782,23
20220201,41590,41590259,Q13,음식,커피/음료,7,F,6,2,149350,12
20220201,41590,41590259,Q13,음식,커피/음료,7,F,7,2,43321,3
20220201,41590,41590259,Q13,음식,커피/음료,7,M,3,2,361843,43
20220201,41590,41590259,Q13,음식,커피/음료,7,M,4,2,711244,35
20220201,41590,41590259,Q13,음식,커피/음료,7,M,5,2,273100,25
20220201,41590,41590259,Q13,음식,커피/음료,7,M,6,2,157906,15
20220201,41590,41590259,Q13,음식,커피/음료,7,M,7,2,4596,2
20220201,41590,41590259,Q13,음식,커피/음료,7,M,8,2,58517,3
20220201,41590,41590259,Q13,음식,커피/음료,8,F,3,2,439082,35
20220201,41590,41590259,Q13,음식,커피/음료,8,F,4,2,361791,32
20220201,41590,41590259,Q13,음식,커피/음료,8,F,5,2,259926,20
20220201,41590,41590259,Q13,음식,커피/음료,8,F,6,2,52420,5
20220201,41590,41590259,Q13,음식,커피/음료,8,F,7,2,47794,3
20220201,41590,41590259,Q13,음식,커피/음료,8,M,3,2,481518,35
20220201,41590,41590259,Q13,음식,커피/음료,8,M,4,2,678307,54
20220201,41590,41590259,Q13,음식,커피/음료,8,M,5,2,926443,41
20220201,41590,41590259,Q13,음식,커피/음료,8,M,6,2,183425,18
20220201,41590,41590259,Q13,음식,커피/음료,8,M,7,2,49862,3
20220201,41590,41590259,Q13,음식,커피/음료,9,F,3,2,124245,8
20220201,41590,41590259,Q13,음식,커피/음료,9,F,4,2,39706,5
20220201,41590,41590259,Q13,음식,커피/음료,9,F,5,2,78324,8
20220201,41590,41590259,Q13,음식,커피/음료,9,F,6,2,116452,11
20220201,41590,41590259,Q13,음식,커피/음료,9,M,2,2,4289,2
20220201,41590,41590259,Q13,음식,커피/음료,9,M,3,2,216222,21
20220201,41590,41590259,Q13,음식,커피/음료,9,M,4,2,143689,18
20220201,41590,41590259,Q13,음식,커피/음료,9,M,5,2,271768,28
20220201,41590,41590259,Q13,음식,커피/음료,9,M,6,2,93811,11
20220201,41590,41590259,Q13,음식,커피/음료,9,M,7,2,8686,2
20220201,41590,41590259,Q13,음식,커피/음료,10,F,3,2,111749,9
20220201,41590,41590259,Q13,음식,커피/음료,10,F,5,2,77191,5
20220201,41590,41590259,Q13,음식,커피/음료,10,M,3,2,13710,2
20220201,41590,41590259,Q13,음식,커피/음료,10,M,4,2,17923,5
20220201,41590,41590259,Q13,음식,커피/음료,10,M,5,2,61045,5
20220201,41590,41590259,Q13,음식,커피/음료,10,M,6,2,29718,5
20220201,41590,41590262,Q13,음식,커피/음료,1,M,4,2,37010,6
20220201,41590,41590262,Q13,음식,커피/음료,2,F,3,2,7659,2
20220201,41590,41590262,Q13,음식,커피/음료,2,M,3,2,2911,2
20220201,41590,41590262,Q13,음식,커피/음료,2,M,4,2,9191,2
20220201,41590,41590262,Q13,음식,커피/음료,3,F,3,2,13787,5
20220201,41590,41590262,Q13,음식,커피/음료,3,F,4,2,66281,8
20220201,41590,41590262,Q13,음식,커피/음료,3,F,5,2,39216,3
20220201,41590,41590262,Q13,음식,커피/음료,3,F,6,2,56281,8
20220201,41590,41590262,Q13,음식,커피/음료,3,M,3,2,70619,5
20220201,41590,41590262,Q13,음식,커피/음료,3,M,4,2,77235,12
20220201,41590,41590262,Q13,음식,커피/음료,3,M,5,2,79547,11
20220201,41590,41590262,Q13,음식,커피/음료,3,M,6,2,93139,9
20220201,41590,41590262,Q13,음식,커피/음료,3,M,8,2,11029,3
20220201,41590,41590262,Q13,음식,커피/음료,4,F,3,2,107521,11
20220201,41590,41590262,Q13,음식,커피/음료,4,F,4,2,303657,29
20220201,41590,41590262,Q13,음식,커피/음료,4,F,5,2,93980,9
20220201,41590,41590262,Q13,음식,커피/음료,4,F,6,2,115778,9
20220201,41590,41590262,Q13,음식,커피/음료,4,F,7,2,31403,2
20220201,41590,41590262,Q13,음식,커피/음료,4,M,2,2,17616,2
20220201,41590,41590262,Q13,음식,커피/음료,4,M,3,2,222515,25
20220201,41590,41590262,Q13,음식,커피/음료,4,M,4,2,349020,38
20220201,41590,41590262,Q13,음식,커피/음료,4,M,5,2,280685,29
20220201,41590,41590262,Q13,음식,커피/음료,4,M,6,2,141806,9
20220201,41590,41590262,Q13,음식,커피/음료,4,M,7,2,111826,5
20220201,41590,41590262,Q13,음식,커피/음료,5,F,2,2,11152,3
20220201,41590,41590262,Q13,음식,커피/음료,5,F,3,2,235294,17
20220201,41590,41590262,Q13,음식,커피/음료,5,F,4,2,455735,32
20220201,41590,41590262,Q13,음식,커피/음료,5,F,5,2,374161,25
20220201,41590,41590262,Q13,음식,커피/음료,5,F,6,2,163940,11
20220201,41590,41590262,Q13,음식,커피/음료,5,F,7,2,21446,2
20220201,41590,41590262,Q13,음식,커피/음료,5,M,3,2,263174,26
20220201,41590,41590262,Q13,음식,커피/음료,5,M,4,2,452935,46
20220201,41590,41590262,Q13,음식,커피/음료,5,M,5,2,333626,34
20220201,41590,41590262,Q13,음식,커피/음료,5,M,6,2,173621,20
20220201,41590,41590262,Q13,음식,커피/음료,5,M,7,2,18995,2
20220201,41590,41590262,Q13,음식,커피/음료,6,F,3,2,562745,20
20220201,41590,41590262,Q13,음식,커피/음료,6,F,4,2,218692,28
20220201,41590,41590262,Q13,음식,커피/음료,6,F,5,2,86075,11
20220201,41590,41590262,Q13,음식,커피/음료,6,F,6,2,136320,12
20220201,41590,41590262,Q13,음식,커피/음료,6,F,7,2,35692,3
20220201,41590,41590262,Q13,음식,커피/음료,6,M,3,2,153761,25
20220201,41590,41590262,Q13,음식,커피/음료,6,M,4,2,312822,34
20220201,41590,41590262,Q13,음식,커피/음료,6,M,5,2,311094,29
20220201,41590,41590262,Q13,음식,커피/음료,6,M,6,2,210922,14
20220201,41590,41590262,Q13,음식,커피/음료,6,M,7,2,45588,5
20220201,41590,41590262,Q13,음식,커피/음료,7,F,3,2,98192,14
20220201,41590,41590262,Q13,음식,커피/음료,7,F,4,2,151850,18
20220201,41590,41590262,Q13,음식,커피/음료,7,F,5,2,182292,11
20220201,41590,41590262,Q13,음식,커피/음료,7,F,6,2,21906,5
20220201,41590,41590262,Q13,음식,커피/음료,7,M,3,2,155944,12
20220201,41590,41590262,Q13,음식,커피/음료,7,M,4,2,432184,32
20220201,41590,41590262,Q13,음식,커피/음료,7,M,5,2,265388,14
20220201,41590,41590262,Q13,음식,커피/음료,7,M,6,2,52390,5
20220201,41590,41590262,Q13,음식,커피/음료,7,M,7,2,119792,9
20220201,41590,41590262,Q13,음식,커피/음료,8,F,3,2,133952,15
20220201,41590,41590262,Q13,음식,커피/음료,8,F,4,2,79810,8
20220201,41590,41590262,Q13,음식,커피/음료,8,F,5,2,194761,14
20220201,41590,41590262,Q13,음식,커피/음료,8,F,6,2,32370,5
20220201,41590,41590262,Q13,음식,커피/음료,8,M,2,2,18689,2
20220201,41590,41590262,Q13,음식,커피/음료,8,M,3,2,125306,15
20220201,41590,41590262,Q13,음식,커피/음료,8,M,4,2,485383,37
20220201,41590,41590262,Q13,음식,커피/음료,8,M,5,2,85241,12
20220201,41590,41590262,Q13,음식,커피/음료,8,M,6,2,20642,3
20220201,41590,41590262,Q13,음식,커피/음료,8,M,7,2,37837,3
20220201,41590,41590262,Q13,음식,커피/음료,9,F,2,2,766,2
20220201,41590,41590262,Q13,음식,커피/음료,9,F,3,2,63113,6
20220201,41590,41590262,Q13,음식,커피/음료,9,F,4,2,35876,3
20220201,41590,41590262,Q13,음식,커피/음료,9,F,5,2,21201,3
20220201,41590,41590262,Q13,음식,커피/음료,9,M,3,2,41973,6
20220201,41590,41590262,Q13,음식,커피/음료,9,M,4,2,80637,14
20220201,41590,41590262,Q13,음식,커피/음료,9,M,5,2,44975,8
20220201,41590,41590262,Q13,음식,커피/음료,9,M,6,2,31863,5
20220201,41590,41590262,Q13,음식,커피/음료,10,F,5,2,55699,2
20220201,41590,41590262,Q13,음식,커피/음료,10,M,3,2,46569,2
20220201,41590,41590310,Q13,음식,커피/음료,1,F,3,2,18382,2
20220201,41590,41590310,Q13,음식,커피/음료,1,F,4,2,18995,3
20220201,41590,41590310,Q13,음식,커피/음료,1,M,3,2,19148,3
20220201,41590,41590310,Q13,음식,커피/음료,1,M,4,2,25276,5
20220201,41590,41590310,Q13,음식,커피/음료,1,M,5,2,30637,3
20220201,41590,41590310,Q13,음식,커피/음료,1,M,6,2,4289,2
20220201,41590,41590310,Q13,음식,커피/음료,2,F,3,2,2881,2
20220201,41590,41590310,Q13,음식,커피/음료,2,F,4,2,127604,11
20220201,41590,41590310,Q13,음식,커피/음료,2,F,5,2,125153,15
20220201,41590,41590310,Q13,음식,커피/음료,2,F,6,2,73989,11
20220201,41590,41590310,Q13,음식,커피/음료,2,F,7,2,146063,8
20220201,41590,41590310,Q13,음식,커피/음료,2,M,3,2,53309,11
20220201,41590,41590310,Q13,음식,커피/음료,2,M,4,2,110907,12
20220201,41590,41590310,Q13,음식,커피/음료,2,M,5,2,257813,17
20220201,41590,41590310,Q13,음식,커피/음료,2,M,6,2,210516,29
20220201,41590,41590310,Q13,음식,커피/음료,2,M,7,2,50138,9
20220201,41590,41590310,Q13,음식,커피/음료,3,F,3,2,113664,11
20220201,41590,41590310,Q13,음식,커피/음료,3,F,4,2,73759,12
20220201,41590,41590310,Q13,음식,커피/음료,3,F,5,2,170962,29
20220201,41590,41590310,Q13,음식,커피/음료,3,F,6,2,40135,6
20220201,41590,41590310,Q13,음식,커피/음료,3,F,7,2,4596,2
20220201,41590,41590310,Q13,음식,커피/음료,3,M,3,2,54228,8
20220201,41590,41590310,Q13,음식,커피/음료,3,M,4,2,153952,18
20220201,41590,41590310,Q13,음식,커피/음료,3,M,5,2,496630,51
20220201,41590,41590310,Q13,음식,커피/음료,3,M,6,2,267004,29
20220201,41590,41590310,Q13,음식,커피/음료,3,M,7,2,96814,11
20220201,41590,41590310,Q13,음식,커피/음료,4,F,2,2,16697,5
20220201,41590,41590310,Q13,음식,커피/음료,4,F,3,2,116728,20
20220201,41590,41590310,Q13,음식,커피/음료,4,F,4,2,305205,44
20220201,41590,41590310,Q13,음식,커피/음료,4,F,5,2,293811,43
20220201,41590,41590310,Q13,음식,커피/음료,4,F,6,2,254519,43
20220201,41590,41590310,Q13,음식,커피/음료,4,F,7,2,43964,5
20220201,41590,41590310,Q13,음식,커피/음료,4,M,2,2,23744,3
20220201,41590,41590310,Q13,음식,커피/음료,4,M,3,2,82797,14
20220201,41590,41590310,Q13,음식,커피/음료,4,M,4,2,399127,64
20220201,41590,41590310,Q13,음식,커피/음료,4,M,5,2,653186,80
20220201,41590,41590310,Q13,음식,커피/음료,4,M,6,2,317019,46
20220201,41590,41590310,Q13,음식,커피/음료,4,M,7,2,136091,17
20220201,41590,41590310,Q13,음식,커피/음료,4,M,8,2,5362,2
20220201,41590,41590310,Q13,음식,커피/음료,5,F,3,2,118107,20
20220201,41590,41590310,Q13,음식,커피/음료,5,F,4,2,236060,34
20220201,41590,41590310,Q13,음식,커피/음료,5,F,5,2,441131,69
20220201,41590,41590310,Q13,음식,커피/음료,5,F,6,2,273055,43
20220201,41590,41590310,Q13,음식,커피/음료,5,F,7,2,9191,2
20220201,41590,41590310,Q13,음식,커피/음료,5,F,8,2,61045,8
20220201,41590,41590310,Q13,음식,커피/음료,5,M,3,2,371706,44
20220201,41590,41590310,Q13,음식,커피/음료,5,M,4,2,448836,75
20220201,41590,41590310,Q13,음식,커피/음료,5,M,5,2,802083,118
20220201,41590,41590310,Q13,음식,커피/음료,5,M,6,2,261412,46
20220201,41590,41590310,Q13,음식,커피/음료,5,M,7,2,74449,18
20220201,41590,41590310,Q13,음식,커피/음료,5,M,8,2,45190,6
20220201,41590,41590310,Q13,음식,커피/음료,6,F,3,2,56526,9
20220201,41590,41590310,Q13,음식,커피/음료,6,F,4,2,102120,20
20220201,41590,41590310,Q13,음식,커피/음료,6,F,5,2,243796,34
20220201,41590,41590310,Q13,음식,커피/음료,6,F,6,2,155178,18
20220201,41590,41590310,Q13,음식,커피/음료,6,M,2,2,21140,3
