ta_ymd,cty_rgn_no,admi_cty_no,card_tpbuz_cd,card_tpbuz_nm_1,card_tpbuz_nm_2,hour,sex,age,day,amt,cnt
20220201,41271,41271510,Q13,음식,커피/음료,8,F,7,2,4559,2
20220201,41271,41271510,Q13,음식,커피/음료,8,M,3,2,84195,8
20220201,41271,41271510,Q13,음식,커피/음료,8,M,4,2,62614,11
20220201,41271,41271510,Q13,음식,커피/음료,8,M,5,2,41216,8
20220201,41271,41271510,Q13,음식,커피/음료,8,M,6,2,105353,8
20220201,41271,41271510,Q13,음식,커피/음료,8,M,7,2,51064,3
20220201,41271,41271510,Q13,음식,커피/음료,9,F,3,2,74693,5
20220201,41271,41271510,Q13,음식,커피/음료,9,F,4,2,71140,8
20220201,41271,41271510,Q13,음식,커피/음료,9,F,5,2,65167,5
20220201,41271,41271510,Q13,음식,커피/음료,9,F,6,2,8207,3
20220201,41271,41271510,Q13,음식,커피/음료,9,M,3,2,35410,6
20220201,41271,41271510,Q13,음식,커피/음료,9,M,4,2,47112,3
20220201,41271,41271510,Q13,음식,커피/음료,9,M,5,2,47234,6
20220201,41271,41271510,Q13,음식,커피/음료,9,M,6,2,14134,2
20220201,41271,41271510,Q13,음식,커피/음료,9,M,8,2,10638,2
20220201,41271,41271510,Q13,음식,커피/음료,10,M,4,2,5775,2
20220201,41271,41271510,Q13,음식,커피/음료,10,M,5,2,3040,2
20220201,41271,41271515,Q13,음식,커피/음료,1,M,3,2,6818,2
20220201,41271,41271515,Q13,음식,커피/음료,2,F,5,2,4559,2
20220201,41271,41271515,Q13,음식,커피/음료,2,M,3,2,2280,2
20220201,41271,41271515,Q13,음식,커피/음료,2,M,4,2,11550,3
20220201,41271,41271515,Q13,음식,커피/음료,2,M,5,2,2280,2
20220201,41271,41271515,Q13,음식,커피/음료,3,F,3,2,40274,2
20220201,41271,41271515,Q13,음식,커피/음료,3,F,4,2,9970,5
20220201,41271,41271515,Q13,음식,커피/음료,3,F,5,2,207264,9
20220201,41271,41271515,Q13,음식,커피/음료,3,F,6,2,22082,3
20220201,41271,41271515,Q13,음식,커피/음료,3,M,3,2,58556,14
20220201,41271,41271515,Q13,음식,커피/음료,3,M,4,2,92918,9
20220201,41271,41271515,Q13,음식,커피/음료,3,M,5,2,129483,12
20220201,41271,41271515,Q13,음식,커피/음료,3,M,6,2,57295,5
20220201,41271,41271515,Q13,음식,커피/음료,4,F,3,2,134954,14
20220201,41271,41271515,Q13,음식,커피/음료,4,F,4,2,151347,17
20220201,41271,41271515,Q13,음식,커피/음료,4,F,5,2,85046,6
20220201,41271,41271515,Q13,음식,커피/음료,4,F,6,2,59544,8
20220201,41271,41271515,Q13,음식,커피/음료,4,F,7,2,12006,2
20220201,41271,41271515,Q13,음식,커피/음료,4,M,3,2,194494,24
20220201,41271,41271515,Q13,음식,커피/음료,4,M,4,2,236953,27
20220201,41271,41271515,Q13,음식,커피/음료,4,M,5,2,154451,24
20220201,41271,41271515,Q13,음식,커피/음료,4,M,6,2,171702,14
20220201,41271,41271515,Q13,음식,커피/음료,4,M,7,2,8511,3
20220201,41271,41271515,Q13,음식,커피/음료,5,F,3,2,260678,26
20220201,41271,41271515,Q13,음식,커피/음료,5,F,4,2,290214,32
20220201,41271,41271515,Q13,음식,커피/음료,5,F,5,2,154932,15
20220201,41271,41271515,Q13,음식,커피/음료,5,F,6,2,203024,24
20220201,41271,41271515,Q13,음식,커피/음료,5,F,7,2,2280,2
20220201,41271,41271515,Q13,음식,커피/음료,5,M,3,2,211219,27
20220201,41271,41271515,Q13,음식,커피/음료,5,M,4,2,210922,29
20220201,41271,41271515,Q13,음식,커피/음료,5,M,5,2,271292,24
20220201,41271,41271515,Q13,음식,커피/음료,5,M,6,2,169073,24
20220201,41271,41271515,Q13,음식,커피/음료,5,M,7,2,20517,2
20220201,41271,41271515,Q13,음식,커피/음료,6,F,2,2,7599,2
20220201,41271,41271515,Q13,음식,커피/음료,6,F,3,2,246816,29
20220201,41271,41271515,Q13,음식,커피/음료,6,F,4,2,153047,27
20220201,41271,41271515,Q13,음식,커피/음료,6,F,5,2,106986,11
20220201,41271,41271515,Q13,음식,커피/음료,6,F,6,2,92614,12
20220201,41271,41271515,Q13,음식,커피/음료,6,F,7,2,8207,3
20220201,41271,41271515,Q13,음식,커피/음료,6,M,3,2,167565,23
20220201,41271,41271515,Q13,음식,커피/음료,6,M,4,2,235015,23
20220201,41271,41271515,Q13,음식,커피/음료,6,M,5,2,199214,12
20220201,41271,41271515,Q13,음식,커피/음료,6,M,6,2,91277,15
20220201,41271,41271515,Q13,음식,커피/음료,6,M,7,2,53495,3
20220201,41271,41271515,Q13,음식,커피/음료,7,F,3,2,94650,14
20220201,41271,41271515,Q13,음식,커피/음료,7,F,4,2,127325,15
20220201,41271,41271515,Q13,음식,커피/음료,7,F,5,2,122325,11
20220201,41271,41271515,Q13,음식,커피/음료,7,F,6,2,27660,5
20220201,41271,41271515,Q13,음식,커피/음료,7,M,3,2,134275,20
20220201,41271,41271515,Q13,음식,커피/음료,7,M,4,2,267860,26
20220201,41271,41271515,Q13,음식,커피/음료,7,M,5,2,172347,12
20220201,41271,41271515,Q13,음식,커피/음료,7,M,6,2,149350,21
20220201,41271,41271515,Q13,음식,커피/음료,7,M,7,2,18532,2
20220201,41271,41271515,Q13,음식,커피/음료,7,M,8,2,2432,2
20220201,41271,41271515,Q13,음식,커피/음료,8,F,3,2,215243,17
20220201,41271,41271515,Q13,음식,커피/음료,8,F,4,2,156661,12
20220201,41271,41271515,Q13,음식,커피/음료,8,F,5,2,48632,8
20220201,41271,41271515,Q13,음식,커피/음료,8,F,6,2,80030,6
20220201,41271,41271515,Q13,음식,커피/음료,8,F,7,2,12462,2
20220201,41271,41271515,Q13,음식,커피/음료,8,M,3,2,202143,20
20220201,41271,41271515,Q13,음식,커피/음료,8,M,4,2,247109,30
20220201,41271,41271515,Q13,음식,커피/음료,8,M,5,2,136731,18
20220201,41271,41271515,Q13,음식,커피/음료,8,M,6,2,219734,14
20220201,41271,41271515,Q13,음식,커피/음료,9,F,3,2,14438,3
20220201,41271,41271515,Q13,음식,커피/음료,9,F,5,2,55310,3
20220201,41271,41271515,Q13,음식,커피/음료,9,F,6,2,42158,6
20220201,41271,41271515,Q13,음식,커피/음료,9,M,3,2,21884,3
20220201,41271,41271515,Q13,음식,커피/음료,9,M,4,2,134650,11
20220201,41271,41271515,Q13,음식,커피/음료,9,M,5,2,74985,6
20220201,41271,41271515,Q13,음식,커피/음료,9,M,6,2,60334,3
20220201,41271,41271515,Q13,음식,커피/음료,10,M,3,2,7599,2
20220201,41271,41271525,Q13,음식,커피/음료,1,F,3,2,3040,3
20220201,41271,41271525,Q13,음식,커피/음료,1,F,4,2,6991,3
20220201,41271,41271525,Q13,음식,커피/음료,1,M,4,2,1216,2
20220201,41271,41271525,Q13,음식,커피/음료,1,M,5,2,13678,2
20220201,41271,41271525,Q13,음식,커피/음료,3,F,3,2,18936,2
20220201,41271,41271525,Q13,음식,커피/음료,3,F,4,2,13556,2
20220201,41271,41271525,Q13,음식,커피/음료,3,F,5,2,21277,3
20220201,41271,41271525,Q13,음식,커피/음료,3,F,6,2,4863,2
20220201,41271,41271525,Q13,음식,커피/음료,3,F,7,2,45714,3
20220201,41271,41271525,Q13,음식,커피/음료,3,M,3,2,11854,2
20220201,41271,41271525,Q13,음식,커피/음료,3,M,4,2,77690,3
20220201,41271,41271525,Q13,음식,커피/음료,3,M,5,2,9726,2
20220201,41271,41271525,Q13,음식,커피/음료,3,M,6,2,4863,2
20220201,41271,41271525,Q13,음식,커피/음료,3,M,7,2,5775,3
20220201,41271,41271525,Q13,음식,커피/음료,4,F,3,2,10486,2
20220201,41271,41271525,Q13,음식,커피/음료,4,F,4,2,6383,2
20220201,41271,41271525,Q13,음식,커피/음료,4,F,5,2,38191,6
20220201,41271,41271525,Q13,음식,커피/음료,4,F,6,2,43161,3
20220201,41271,41271525,Q13,음식,커피/음료,4,F,7,2,14286,2
20220201,41271,41271525,Q13,음식,커피/음료,4,M,3,2,20669,3
20220201,41271,41271525,Q13,음식,커피/음료,4,M,4,2,17629,2
20220201,41271,41271525,Q13,음식,커피/음료,4,M,5,2,10790,3
20220201,41271,41271525,Q13,음식,커피/음료,4,M,6,2,72280,6
20220201,41271,41271525,Q13,음식,커피/음료,4,M,7,2,21125,2
20220201,41271,41271525,Q13,음식,커피/음료,5,F,2,2,10638,2
20220201,41271,41271525,Q13,음식,커피/음료,5,F,3,2,27812,3
20220201,41271,41271525,Q13,음식,커피/음료,5,F,4,2,52264,6
20220201,41271,41271525,Q13,음식,커피/음료,5,F,5,2,52827,5
20220201,41271,41271525,Q13,음식,커피/음료,5,F,6,2,22340,3
20220201,41271,41271525,Q13,음식,커피/음료,5,M,3,2,23444,6
20220201,41271,41271525,Q13,음식,커피/음료,5,M,4,2,59878,6
20220201,41271,41271525,Q13,음식,커피/음료,5,M,5,2,15805,3
20220201,41271,41271525,Q13,음식,커피/음료,5,M,6,2,258436,14
20220201,41271,41271525,Q13,음식,커피/음료,5,M,7,2,13678,2
20220201,41271,41271525,Q13,음식,커피/음료,6,F,2,2,11854,3
20220201,41271,41271525,Q13,음식,커피/음료,6,F,3,2,74284,8
20220201,41271,41271525,Q13,음식,커피/음료,6,F,4,2,929822,14
20220201,41271,41271525,Q13,음식,커피/음료,6,F,5,2,16109,2
20220201,41271,41271525,Q13,음식,커피/음료,6,F,6,2,75988,3
20220201,41271,41271525,Q13,음식,커피/음료,6,M,3,2,32827,5
20220201,41271,41271525,Q13,음식,커피/음료,6,M,4,2,32432,5
20220201,41271,41271525,Q13,음식,커피/음료,6,M,5,2,46337,8
20220201,41271,41271525,Q13,음식,커피/음료,6,M,6,2,50881,6
20220201,41271,41271525,Q13,음식,커피/음료,7,F,3,2,9574,2
20220201,41271,41271525,Q13,음식,커피/음료,7,F,4,2,11702,2
20220201,41271,41271525,Q13,음식,커피/음료,7,F,5,2,186018,6
20220201,41271,41271525,Q13,음식,커피/음료,7,F,6,2,27356,3
20220201,41271,41271525,Q13,음식,커피/음료,7,M,3,2,43191,8
20220201,41271,41271525,Q13,음식,커피/음료,7,M,4,2,25532,3
20220201,41271,41271525,Q13,음식,커피/음료,7,M,5,2,46809,5
20220201,41271,41271525,Q13,음식,커피/음료,7,M,6,2,94071,8
20220201,41271,41271525,Q13,음식,커피/음료,8,F,3,2,36155,2
20220201,41271,41271525,Q13,음식,커피/음료,8,F,4,2,20790,3
20220201,41271,41271525,Q13,음식,커피/음료,8,F,5,2,12310,2
20220201,41271,41271525,Q13,음식,커피/음료,8,M,3,2,24742,3
20220201,41271,41271525,Q13,음식,커피/음료,8,M,4,2,30289,5
20220201,41271,41271525,Q13,음식,커피/음료,8,M,5,2,15198,2
20220201,41271,41271525,Q13,음식,커피/음료,8,M,7,2,429726,5
20220201,41271,41271525,Q13,음식,커피/음료,9,F,3,2,106217,11
20220201,41271,41271525,Q13,음식,커피/음료,9,F,4,2,22948,2
20220201,41271,41271525,Q13,음식,커피/음료,9,F,6,2,29915,3
20220201,41271,41271525,Q13,음식,커피/음료,9,M,3,2,63070,5
20220201,41271,41271525,Q13,음식,커피/음료,9,M,4,2,20669,2
20220201,41271,41271525,Q13,음식,커피/음료,9,M,6,2,6991,2
20220201,41271,41271532,Q13,음식,커피/음료,1,F,3,2,3040,2
20220201,41271,41271532,Q13,음식,커피/음료,1,M,2,2,8690,5
20220201,41271,41271532,Q13,음식,커피/음료,1,M,3,2,18237,2
20220201,41271,41271532,Q13,음식,커피/음료,1,M,7,2,3161,2
20220201,41271,41271532,Q13,음식,커피/음료,2,F,4,2,16717,2
20220201,41271,41271532,Q13,음식,커피/음료,2,M,4,2,3191,3
20220201,41271,41271532,Q13,음식,커피/음료,2,M,5,2,24012,3
20220201,41271,41271532,Q13,음식,커피/음료,2,M,7,2,2394,2
20220201,41271,41271532,Q13,음식,커피/음료,3,F,3,2,126140,14
20220201,41271,41271532,Q13,음식,커피/음료,3,F,4,2,155588,18
20220201,41271,41271532,Q13,음식,커피/음료,3,F,5,2,121274,17
20220201,41271,41271532,Q13,음식,커피/음료,3,F,6,2,107866,9
20220201,41271,41271532,Q13,음식,커피/음료,3,F,7,2,17629,3
20220201,41271,41271532,Q13,음식,커피/음료,3,M,2,2,4559,2
20220201,41271,41271532,Q13,음식,커피/음료,3,M,3,2,75486,11
20220201,41271,41271532,Q13,음식,커피/음료,3,M,4,2,132302,21
20220201,41271,41271532,Q13,음식,커피/음료,3,M,5,2,232278,24
20220201,41271,41271532,Q13,음식,커피/음료,3,M,6,2,95629,9
20220201,41271,41271532,Q13,음식,커피/음료,3,M,7,2,61216,9
20220201,41271,41271532,Q13,음식,커피/음료,4,F,3,2,91368,11
20220201,41271,41271532,Q13,음식,커피/음료,4,F,4,2,418046,38
20220201,41271,41271532,Q13,음식,커피/음료,4,F,5,2,415015,44
20220201,41271,41271532,Q13,음식,커피/음료,4,F,6,2,129242,15
20220201,41271,41271532,Q13,음식,커피/음료,4,F,7,2,63222,6
20220201,41271,41271532,Q13,음식,커피/음료,4,M,3,2,47099,6
20220201,41271,41271532,Q13,음식,커피/음료,4,M,4,2,640989,58
20220201,41271,41271532,Q13,음식,커피/음료,4,M,5,2,466451,58
20220201,41271,41271532,Q13,음식,커피/음료,4,M,6,2,35213,5
20220201,41271,41271532,Q13,음식,커피/음료,4,M,7,2,116505,11
20220201,41271,41271532,Q13,음식,커피/음료,4,M,8,2,5287,2
20220201,41271,41271532,Q13,음식,커피/음료,5,F,2,2,7789,2
20220201,41271,41271532,Q13,음식,커피/음료,5,F,3,2,200888,30
20220201,41271,41271532,Q13,음식,커피/음료,5,F,4,2,506922,41
20220201,41271,41271532,Q13,음식,커피/음료,5,F,5,2,298599,29
20220201,41271,41271532,Q13,음식,커피/음료,5,F,6,2,73252,9
20220201,41271,41271532,Q13,음식,커피/음료,5,F,7,2,180415,8
20220201,41271,41271532,Q13,음식,커피/음료,5,M,3,2,214073,27
20220201,41271,41271532,Q13,음식,커피/음료,5,M,4,2,526801,53
20220201,41271,41271532,Q13,음식,커피/음료,5,M,5,2,366322,38
20220201,41271,41271532,Q13,음식,커피/음료,5,M,6,2,196292,24
20220201,41271,41271532,Q13,음식,커피/음료,5,M,7,2,123404,8
20220201,41271,41271532,Q13,음식,커피/음료,6,F,2,2,14590,5
20220201,41271,41271532,Q13,음식,커피/음료,6,F,3,2,321208,38
20220201,41271,41271532,Q13,음식,커피/음료,6,F,4,2,397249,40
20220201,41271,41271532,Q13,음식,커피/음료,6,F,5,2,171520,26
20220201,41271,41271532,Q13,음식,커피/음료,6,F,6,2,127234,17
20220201,41271,41271532,Q13,음식,커피/음료,6,F,7,2,33815,8
20220201,41271,41271532,Q13,음식,커피/음료,6,M,2,2,19960,8
20220201,41271,41271532,Q13,음식,커피/음료,6,M,3,2,154407,26
20220201,41271,41271532,Q13,음식,커피/음료,6,M,4,2,240766,30
20220201,41271,41271532,Q13,음식,커피/음료,6,M,5,2,529233,59
20220201,41271,41271532,Q13,음식,커피/음료,6,M,6,2,171272,18
20220201,41271,41271532,Q13,음식,커피/음료,6,M,7,2,61216,6
20220201,41271,41271532,Q13,음식,커피/음료,6,M,8,2,2476,2
20220201,41271,41271532,Q13,음식,커피/음료,7,F,2,2,11398,5
20220201,41271,41271532,Q13,음식,커피/음료,7,F,3,2,111479,17
20220201,41271,41271532,Q13,음식,커피/음료,7,F,4,2,158175,21
20220201,41271,41271532,Q13,음식,커피/음료,7,F,5,2,185825,20
20220201,41271,41271532,Q13,음식,커피/음료,7,F,6,2,191854,23
20220201,41271,41271532,Q13,음식,커피/음료,7,F,7,2,44681,3
20220201,41271,41271532,Q13,음식,커피/음료,7,M,2,2,6859,3
20220201,41271,41271532,Q13,음식,커피/음료,7,M,3,2,112736,20
20220201,41271,41271532,Q13,음식,커피/음료,7,M,4,2,289965,30
20220201,41271,41271532,Q13,음식,커피/음료,7,M,5,2,286991,33
20220201,41271,41271532,Q13,음식,커피/음료,7,M,6,2,113146,11
20220201,41271,41271532,Q13,음식,커피/음료,7,M,7,2,30851,5
20220201,41271,41271532,Q13,음식,커피/음료,7,M,8,2,38298,2
20220201,41271,41271532,Q13,음식,커피/음료,8,F,2,2,31763,3
20220201,41271,41271532,Q13,음식,커피/음료,8,F,3,2,149815,23
20220201,41271,41271532,Q13,음식,커피/음료,8,F,4,2,68468,14
20220201,41271,41271532,Q13,음식,커피/음료,8,F,5,2,188480,21
20220201,41271,41271532,Q13,음식,커피/음료,8,F,6,2,127099,6
20220201,41271,41271532,Q13,음식,커피/음료,8,F,7,2,55699,6
20220201,41271,41271532,Q13,음식,커피/음료,8,M,2,2,5002,3
20220201,41271,41271532,Q13,음식,커피/음료,8,M,3,2,196278,30
20220201,41271,41271532,Q13,음식,커피/음료,8,M,4,2,212833,24
20220201,41271,41271532,Q13,음식,커피/음료,8,M,5,2,166679,26
20220201,41271,41271532,Q13,음식,커피/음료,8,M,6,2,97842,8
20220201,41271,41271532,Q13,음식,커피/음료,8,M,7,2,47416,3
20220201,41271,41271532,Q13,음식,커피/음료,9,F,3,2,66413,9
20220201,41271,41271532,Q13,음식,커피/음료,9,F,4,2,26900,5
20220201,41271,41271532,Q13,음식,커피/음료,9,F,5,2,41489,5
20220201,41271,41271532,Q13,음식,커피/음료,9,F,6,2,56201,6
20220201,41271,41271532,Q13,음식,커피/음료,9,M,3,2,102617,20
20220201,41271,41271532,Q13,음식,커피/음료,9,M,4,2,120851,6
20220201,41271,41271532,Q13,음식,커피/음료,9,M,5,2,94050,9
20220201,41271,41271532,Q13,음식,커피/음료,9,M,6,2,179249,14
20220201,41271,41271532,Q13,음식,커피/음료,9,M,7,2,11717,2
20220201,41271,41271532,Q13,음식,커피/음료,10,F,3,2,6775,2
20220201,41271,41271532,Q13,음식,커피/음료,10,F,5,2,14833,2
20220201,41271,41271532,Q13,음식,커피/음료,10,M,3,2,7903,2
20220201,41271,41271532,Q13,음식,커피/음료,10,M,5,2,29331,5
20220201,41271,41271532,Q13,음식,커피/음료,10,M,6,2,9726,2
20220201,41271,41271537,Q13,음식,커피/음료,1,M,4,2,15198,2
20220201,41271,41271537,Q13,음식,커피/음료,3,F,4,2,60365,6
20220201,41271,41271537,Q13,음식,커피/음료,3,F,5,2,47135,2
20220201,41271,41271537,Q13,음식,커피/음료,3,F,6,2,36318,3
20220201,41271,41271537,Q13,음식,커피/음료,3,M,4,2,36809,3
20220201,41271,41271537,Q13,음식,커피/음료,3,M,5,2,30881,5
20220201,41271,41271537,Q13,음식,커피/음료,3,M,6,2,15198,2
20220201,41271,41271537,Q13,음식,커피/음료,3,M,7,2,6839,2
20220201,41271,41271537,Q13,음식,커피/음료,4,F,3,2,42432,5
20220201,41271,41271537,Q13,음식,커피/음료,4,F,4,2,30015,5
20220201,41271,41271537,Q13,음식,커피/음료,4,F,5,2,128465,9
20220201,41271,41271537,Q13,음식,커피/음료,4,F,6,2,32020,2
20220201,41271,41271537,Q13,음식,커피/음료,4,M,3,2,76401,6
20220201,41271,41271537,Q13,음식,커피/음료,4,M,4,2,70395,8
20220201,41271,41271537,Q13,음식,커피/음료,4,M,5,2,105459,12
20220201,41271,41271537,Q13,음식,커피/음료,4,M,6,2,67173,6
20220201,41271,41271537,Q13,음식,커피/음료,4,M,7,2,13678,2
20220201,41271,41271537,Q13,음식,커피/음료,5,F,3,2,100336,12
20220201,41271,41271537,Q13,음식,커피/음료,5,F,4,2,80699,9
20220201,41271,41271537,Q13,음식,커피/음료,5,F,5,2,103435,14
20220201,41271,41271537,Q13,음식,커피/음료,5,F,6,2,39226,6
20220201,41271,41271537,Q13,음식,커피/음료,5,M,3,2,74149,6
20220201,41271,41271537,Q13,음식,커피/음료,5,M,4,2,264372,23
20220201,41271,41271537,Q13,음식,커피/음료,5,M,5,2,214837,14
20220201,41271,41271537,Q13,음식,커피/음료,5,M,6,2,94073,5
20220201,41271,41271537,Q13,음식,커피/음료,5,M,7,2,62584,8
20220201,41271,41271537,Q13,음식,커피/음료,6,F,2,2,3799,2
20220201,41271,41271537,Q13,음식,커피/음료,6,F,3,2,154559,12
20220201,41271,41271537,Q13,음식,커피/음료,6,F,4,2,148941,9
20220201,41271,41271537,Q13,음식,커피/음료,6,F,5,2,18997,2
20220201,41271,41271537,Q13,음식,커피/음료,6,F,6,2,24316,5
20220201,41271,41271537,Q13,음식,커피/음료,6,M,3,2,86322,15
20220201,41271,41271537,Q13,음식,커피/음료,6,M,4,2,175957,17
20220201,41271,41271537,Q13,음식,커피/음료,6,M,5,2,74816,8
20220201,41271,41271537,Q13,음식,커피/음료,6,M,6,2,9119,3
20220201,41271,41271537,Q13,음식,커피/음료,6,M,7,2,20091,5
20220201,41271,41271537,Q13,음식,커피/음료,7,F,2,2,16109,2
20220201,41271,41271537,Q13,음식,커피/음료,7,F,3,2,67681,8
20220201,41271,41271537,Q13,음식,커피/음료,7,F,4,2,25520,6
20220201,41271,41271537,Q13,음식,커피/음료,7,F,5,2,38298,5
20220201,41271,41271537,Q13,음식,커피/음료,7,F,6,2,20517,2
20220201,41271,41271537,Q13,음식,커피/음료,7,F,7,2,27432,2
20220201,41271,41271537,Q13,음식,커피/음료,7,M,2,2,3040,2
20220201,41271,41271537,Q13,음식,커피/음료,7,M,3,2,69985,11
20220201,41271,41271537,Q13,음식,커피/음료,7,M,4,2,25043,5
20220201,41271,41271537,Q13,음식,커피/음료,7,M,5,2,67872,6
20220201,41271,41271537,Q13,음식,커피/음료,7,M,6,2,39082,5
20220201,41271,41271537,Q13,음식,커피/음료,7,M,7,2,14438,2
20220201,41271,41271537,Q13,음식,커피/음료,8,F,3,2,16717,3
20220201,41271,41271537,Q13,음식,커피/음료,8,F,4,2,31033,3
20220201,41271,41271537,Q13,음식,커피/음료,8,F,5,2,59818,3
20220201,41271,41271537,Q13,음식,커피/음료,8,F,6,2,5106,2
20220201,41271,41271537,Q13,음식,커피/음료,8,M,2,2,1520,2
20220201,41271,41271537,Q13,음식,커피/음료,8,M,3,2,51459,6
20220201,41271,41271537,Q13,음식,커피/음료,8,M,4,2,60182,6
20220201,41271,41271537,Q13,음식,커피/음료,8,M,5,2,7599,2
20220201,41271,41271537,Q13,음식,커피/음료,8,M,6,2,63465,5
20220201,41271,41271537,Q13,음식,커피/음료,9,F,3,2,3040,2
20220201,41271,41271537,Q13,음식,커피/음료,9,F,6,2,22278,3
20220201,41271,41271537,Q13,음식,커피/음료,9,M,3,2,74620,5
20220201,41271,41271537,Q13,음식,커피/음료,9,M,4,2,20973,5
20220201,41271,41271537,Q13,음식,커피/음료,9,M,5,2,55881,3
20220201,41271,41271537,Q13,음식,커피/음료,10,F,4,2,7599,2
20220201,41271,41271537,Q13,음식,커피/음료,10,M,3,2,52181,3
20220201,41271,41271537,Q13,음식,커피/음료,10,M,5,2,3040,2
20220201,41271,41271540,Q13,음식,커피/음료,1,F,5,2,5927,2
20220201,41271,41271540,Q13,음식,커피/음료,1,M,3,2,43921,5
20220201,41271,41271540,Q13,음식,커피/음료,1,M,4,2,14894,2
20220201,41271,41271540,Q13,음식,커피/음료,2,F,4,2,8359,2
20220201,41271,41271540,Q13,음식,커피/음료,2,M,4,2,10182,2
20220201,41271,41271540,Q13,음식,커피/음료,2,M,5,2,21550,2
20220201,41271,41271540,Q13,음식,커피/음료,3,F,3,2,23100,5
